matrix_name,rows,cols,nnz,time_avg_ms,time_min_ms,time_max_ms,gflops,gb_s
"webbase-1M.mtx",1000005,1000005,3105536,5.469984e+00,5.458240e+00,5.490080e+00,1.135483e+00,9.083861e+06
