matrix_name,rows,cols,nnz,time_avg_ms,time_min_ms,time_max_ms,gflops,gb_s
"webbase-1M.mtx",1000005,1000005,3105536,2.243212e+01,2.176784e+01,2.454736e+01,2.768830e-01,2.215064e+06
