matrix_name,rows,cols,nnz,time_avg_ms,time_min_ms,time_max_ms,gflops,gb_s
"webbase-1M.mtx",1000005,1000005,3105536,7.216896e-01,7.195840e-01,7.243520e-01,8.606293e+00,6.885034e+07
