matrix_name,rows,cols,nnz,time_avg_ms,time_min_ms,time_max_ms,gflops,gb_s
"webbase-1M.mtx",1000005,1000005,3105536,5.499424e+00,5.483456e+00,5.528128e+00,1.129404e+00,9.035233e+06
