matrix_name,rows,cols,nnz,time_avg_ms,time_min_ms,time_max_ms,gflops,gb_s
"webbase-1M.mtx",1000005,1000005,3105536,7.275968e-01,7.226560e-01,7.347520e-01,8.536420e+00,6.829136e+07
