matrix_name,rows,cols,nnz,time_avg_ms,time_min_ms,time_max_ms,gflops,gb_s
"webbase-1M.mtx",1000005,1000005,3105536,5.455008e+00,5.452384e+00,5.459136e+00,1.138600e+00,9.108800e+06
